date,forecasted_values
2023-05-12 19:00:00,39.23905243341954
2023-05-12 20:00:00,19.487435126772453
2023-05-12 21:00:00,8.040325167677693
2023-05-12 22:00:00,4.255416203297223
2023-05-12 23:00:00,2.861269163439582
2023-05-13 00:00:00,2.243987413846255
2023-05-13 01:00:00,1.9371212119092882
2023-05-13 02:00:00,1.8948611989914685
2023-05-13 03:00:00,2.010004250960085
2023-05-13 04:00:00,2.256052759647295
2023-05-13 05:00:00,3.136667681709637
2023-05-13 06:00:00,6.152059918248866
2023-05-13 07:00:00,13.983849494184735
2023-05-13 08:00:00,25.918785481540834
2023-05-13 09:00:00,35.29311921581853
2023-05-13 10:00:00,40.71582716709944
2023-05-13 11:00:00,43.49979066974787
2023-05-13 12:00:00,42.522157236343254
2023-05-13 13:00:00,39.9251754249897
2023-05-13 14:00:00,38.55511318331252
2023-05-13 15:00:00,36.7727131870896
2023-05-13 16:00:00,33.605758544505775
2023-05-13 17:00:00,32.68588263282013
2023-05-13 18:00:00,34.55884075164088
2023-05-13 19:00:00,30.69860258435714
2023-05-13 20:00:00,18.049647936638436
2023-05-13 21:00:00,8.241193725819254
2023-05-13 22:00:00,4.255416203297223
2023-05-13 23:00:00,2.861269163439582
2023-05-14 00:00:00,2.243987413846255
2023-05-14 01:00:00,1.9371212119092882
2023-05-14 02:00:00,1.8948611989914685
2023-05-14 03:00:00,2.010004250960085
2023-05-14 04:00:00,2.256052759647295
2023-05-14 05:00:00,3.136667681709637
2023-05-14 06:00:00,6.152059918248866
2023-05-14 07:00:00,13.983849494184735
2023-05-14 08:00:00,25.918785481540834
2023-05-14 09:00:00,35.29311921581853
2023-05-14 10:00:00,40.71582716709944
2023-05-14 11:00:00,43.49979066974787
2023-05-14 12:00:00,42.522157236343254
2023-05-14 13:00:00,39.9251754249897
2023-05-14 14:00:00,38.55511318331252
2023-05-14 15:00:00,36.7727131870896
2023-05-14 16:00:00,33.605758544505775
2023-05-14 17:00:00,32.68588263282013
2023-05-14 18:00:00,34.55884075164088
2023-05-14 19:00:00,30.69860258435714
2023-05-14 20:00:00,18.049647936638436
2023-05-14 21:00:00,8.241193725819254
2023-05-14 22:00:00,4.255416203297223
2023-05-14 23:00:00,2.861269163439582
2023-05-15 00:00:00,2.243987413846255
2023-05-15 01:00:00,1.9371212119092882
2023-05-15 02:00:00,1.8948611989914685
2023-05-15 03:00:00,2.010004250960085
2023-05-15 04:00:00,2.256052759647295
2023-05-15 05:00:00,3.136667681709637
2023-05-15 06:00:00,6.152059918248866
2023-05-15 07:00:00,13.983849494184735
2023-05-15 08:00:00,25.918785481540834
2023-05-15 09:00:00,35.29311921581853
2023-05-15 10:00:00,40.71582716709944
2023-05-15 11:00:00,43.49979066974787
2023-05-15 12:00:00,42.522157236343254
2023-05-15 13:00:00,39.9251754249897
2023-05-15 14:00:00,38.55511318331252
2023-05-15 15:00:00,36.7727131870896
2023-05-15 16:00:00,33.605758544505775
2023-05-15 17:00:00,32.68588263282013
2023-05-15 18:00:00,34.55884075164088
2023-05-15 19:00:00,30.69860258435714
2023-05-15 20:00:00,18.049647936638436
2023-05-15 21:00:00,8.241193725819254
2023-05-15 22:00:00,4.255416203297223
2023-05-15 23:00:00,2.861269163439582
2023-05-16 00:00:00,2.243987413846255
2023-05-16 01:00:00,1.9371212119092882
2023-05-16 02:00:00,1.8948611989914685
2023-05-16 03:00:00,2.010004250960085
2023-05-16 04:00:00,2.256052759647295
2023-05-16 05:00:00,3.136667681709637
2023-05-16 06:00:00,6.152059918248866
2023-05-16 07:00:00,13.983849494184735
2023-05-16 08:00:00,25.918785481540834
2023-05-16 09:00:00,35.29311921581853
2023-05-16 10:00:00,40.71582716709944
2023-05-16 11:00:00,43.49979066974787
2023-05-16 12:00:00,42.522157236343254
2023-05-16 13:00:00,39.9251754249897
2023-05-16 14:00:00,38.55511318331252
2023-05-16 15:00:00,36.7727131870896
2023-05-16 16:00:00,33.605758544505775
2023-05-16 17:00:00,32.68588263282013
2023-05-16 18:00:00,34.55884075164088
2023-05-16 19:00:00,30.69860258435714
2023-05-16 20:00:00,18.049647936638436
2023-05-16 21:00:00,8.241193725819254
2023-05-16 22:00:00,4.255416203297223
2023-05-16 23:00:00,2.861269163439582
2023-05-17 00:00:00,2.243987413846255
2023-05-17 01:00:00,1.9371212119092882
2023-05-17 02:00:00,1.8948611989914685
2023-05-17 03:00:00,2.010004250960085
2023-05-17 04:00:00,2.256052759647295
2023-05-17 05:00:00,3.136667681709637
2023-05-17 06:00:00,6.152059918248866
2023-05-17 07:00:00,13.983849494184735
2023-05-17 08:00:00,25.918785481540834
2023-05-17 09:00:00,35.29311921581853
2023-05-17 10:00:00,40.71582716709944
2023-05-17 11:00:00,43.49979066974787
2023-05-17 12:00:00,42.522157236343254
2023-05-17 13:00:00,39.9251754249897
2023-05-17 14:00:00,38.55511318331252
2023-05-17 15:00:00,36.7727131870896
2023-05-17 16:00:00,33.605758544505775
2023-05-17 17:00:00,32.68588263282013
2023-05-17 18:00:00,34.55884075164088
2023-05-17 19:00:00,30.69860258435714
2023-05-17 20:00:00,18.049647936638436
2023-05-17 21:00:00,8.241193725819254
2023-05-17 22:00:00,4.255416203297223
2023-05-17 23:00:00,2.861269163439582
2023-05-18 00:00:00,2.243987413846255
2023-05-18 01:00:00,1.9371212119092882
2023-05-18 02:00:00,1.8948611989914685
2023-05-18 03:00:00,2.010004250960085
2023-05-18 04:00:00,2.256052759647295
2023-05-18 05:00:00,3.136667681709637
2023-05-18 06:00:00,6.152059918248866
2023-05-18 07:00:00,13.983849494184735
2023-05-18 08:00:00,25.918785481540834
2023-05-18 09:00:00,35.29311921581853
2023-05-18 10:00:00,40.71582716709944
2023-05-18 11:00:00,43.49979066974787
2023-05-18 12:00:00,42.522157236343254
2023-05-18 13:00:00,39.9251754249897
2023-05-18 14:00:00,38.55511318331252
2023-05-18 15:00:00,36.7727131870896
2023-05-18 16:00:00,33.605758544505775
2023-05-18 17:00:00,32.68588263282013
2023-05-18 18:00:00,34.55884075164088
2023-05-18 19:00:00,30.69860258435714
2023-05-18 20:00:00,18.049647936638436
2023-05-18 21:00:00,8.241193725819254
2023-05-18 22:00:00,4.255416203297223
2023-05-18 23:00:00,2.861269163439582
2023-05-19 00:00:00,2.243987413846255
2023-05-19 01:00:00,1.9371212119092882
2023-05-19 02:00:00,1.8948611989914685
2023-05-19 03:00:00,2.010004250960085
2023-05-19 04:00:00,2.256052759647295
2023-05-19 05:00:00,3.136667681709637
2023-05-19 06:00:00,6.152059918248866
2023-05-19 07:00:00,13.983849494184735
2023-05-19 08:00:00,25.918785481540834
2023-05-19 09:00:00,35.29311921581853
2023-05-19 10:00:00,40.71582716709944
2023-05-19 11:00:00,43.49979066974787
2023-05-19 12:00:00,42.522157236343254
2023-05-19 13:00:00,39.9251754249897
2023-05-19 14:00:00,38.55511318331252
2023-05-19 15:00:00,36.7727131870896
2023-05-19 16:00:00,33.605758544505775
2023-05-19 17:00:00,32.68588263282013
2023-05-19 18:00:00,34.55884075164088
2023-05-19 19:00:00,30.69860258435714
2023-05-19 20:00:00,18.049647936638436
2023-05-19 21:00:00,8.241193725819254
2023-05-19 22:00:00,4.255416203297223
2023-05-19 23:00:00,2.861269163439582
2023-05-20 00:00:00,2.243987413846255
2023-05-20 01:00:00,1.9371212119092882
2023-05-20 02:00:00,1.8948611989914685
2023-05-20 03:00:00,2.010004250960085
2023-05-20 04:00:00,2.256052759647295
2023-05-20 05:00:00,3.136667681709637
2023-05-20 06:00:00,6.152059918248866
2023-05-20 07:00:00,13.983849494184735
2023-05-20 08:00:00,25.918785481540834
2023-05-20 09:00:00,35.29311921581853
2023-05-20 10:00:00,40.71582716709944
2023-05-20 11:00:00,43.49979066974787
2023-05-20 12:00:00,42.522157236343254
2023-05-20 13:00:00,39.9251754249897
2023-05-20 14:00:00,38.55511318331252
2023-05-20 15:00:00,36.7727131870896
2023-05-20 16:00:00,33.605758544505775
2023-05-20 17:00:00,32.68588263282013
