date,yhat
2022-12-01 06:00:00,5.452339658177671
2022-12-01 07:00:00,11.700701973317868
2022-12-01 08:00:00,18.89007934923369
2022-12-01 09:00:00,25.151895332595608
2022-12-01 10:00:00,29.283891214571668
2022-12-01 11:00:00,31.108598594207816
2022-12-01 12:00:00,31.1598195241615
2022-12-01 13:00:00,30.144291826664258
2022-12-01 14:00:00,28.61812018722754
2022-12-01 15:00:00,26.9371629002754
2022-12-01 16:00:00,25.254167116108903
2022-12-01 17:00:00,23.427398725938666
2022-12-01 18:00:00,20.996624300910444
2022-12-01 19:00:00,17.461248502647635
2022-12-01 20:00:00,12.800411983328463
2022-12-01 21:00:00,7.802773409343516
2022-12-01 22:00:00,3.7800929357002673
2022-12-01 23:00:00,1.731182057371921
2022-12-02 00:00:00,1.5847111749642426
2022-12-02 01:00:00,2.2112278516626525
2022-12-02 02:00:00,2.308228521648026
2022-12-02 03:00:00,1.500402790487028
2022-12-02 04:00:00,0.7501076702152378
2022-12-02 05:00:00,1.7017096720305425
2022-12-02 06:00:00,5.452339657974923
2022-12-02 07:00:00,11.700701973042046
2022-12-02 08:00:00,18.89007934938448
2022-12-02 09:00:00,25.15189533270633
2022-12-02 10:00:00,29.2838912144569
2022-12-02 11:00:00,31.108598594194227
2022-12-02 12:00:00,31.159819524259003
2022-12-02 13:00:00,30.144291826618634
2022-12-02 14:00:00,28.618120187202962
2022-12-02 15:00:00,26.93716290027472
2022-12-02 16:00:00,25.25416711611671
2022-12-02 17:00:00,23.4273987258347
2022-12-02 18:00:00,20.996624300860006
2022-12-02 19:00:00,17.461248502660403
2022-12-02 20:00:00,12.800411983210196
2022-12-02 21:00:00,7.80277340924224
2022-12-02 22:00:00,3.780092935651359
2022-12-02 23:00:00,1.7311820573828474
2022-12-03 00:00:00,1.5847111748649354
2022-12-03 01:00:00,2.2112278516949218
2022-12-03 02:00:00,2.3082285216640415
2022-12-03 03:00:00,1.500402790443033
2022-12-03 04:00:00,0.7501076701767104
2022-12-03 05:00:00,1.701709671941586
2022-12-03 06:00:00,5.452339658062391
2022-12-03 07:00:00,11.700701973076612
2022-12-03 08:00:00,18.890079349110064
2022-12-03 09:00:00,25.15189533249834
2022-12-03 10:00:00,29.283891214502546
2022-12-03 11:00:00,31.10859859416218
2022-12-03 12:00:00,31.15981952428221
2022-12-03 13:00:00,30.144291826671342
2022-12-03 14:00:00,28.61812018717838
2022-12-03 15:00:00,26.937162900340788
2022-12-03 16:00:00,25.254167116183353
2022-12-03 17:00:00,23.427398725824837
2022-12-03 18:00:00,20.996624300809565
2022-12-03 19:00:00,17.46124850282331
2022-12-03 20:00:00,12.800411983234913
2022-12-03 21:00:00,7.802773409140966
2022-12-03 22:00:00,3.7800929355925703
2022-12-03 23:00:00,1.7311820573937737
2022-12-04 00:00:00,1.5847111749086036
2022-12-04 01:00:00,2.2112278517271946
2022-12-04 02:00:00,2.308228521654854
2022-12-04 03:00:00,1.5004027905071222
2022-12-04 04:00:00,0.7501076701381884
2022-12-04 05:00:00,1.7017096719553528
2022-12-04 06:00:00,5.45233965814986
2022-12-04 07:00:00,11.700701973219267
2022-12-04 08:00:00,18.890079349117872
2022-12-04 09:00:00,25.15189533260907
2022-12-04 10:00:00,29.283891214558068
2022-12-04 11:00:00,31.108598594148596
2022-12-04 12:00:00,31.15981952423673
2022-12-04 13:00:00,30.144291826625718
2022-12-04 14:00:00,28.61812018724291
2022-12-04 15:00:00,26.937162900232025
2022-12-04 16:00:00,25.25416711619116
2022-12-04 17:00:00,23.427398725904474
2022-12-04 18:00:00,20.996624300923987
2022-12-04 19:00:00,17.461248502727994
2022-12-04 20:00:00,12.800411983431749
2022-12-04 21:00:00,7.802773409326417
2022-12-04 22:00:00,3.780092935715121
2022-12-04 23:00:00,1.7311820574046966
2022-12-05 00:00:00,1.5847111748897014
2022-12-05 01:00:00,2.2112278517063384
2022-12-05 02:00:00,2.308228521655556
2022-12-05 03:00:00,1.5004027904631219
2022-12-05 04:00:00,0.7501076701448195
2022-12-05 05:00:00,1.701709671969116
2022-12-05 06:00:00,5.45233965823733
2022-12-05 07:00:00,11.700701972943445
2022-12-05 08:00:00,18.89007934926866
2022-12-05 09:00:00,25.151895332625678
2022-12-05 10:00:00,29.283891214603713
2022-12-05 11:00:00,31.108598594135007
2022-12-05 12:00:00,31.159819524191263
2022-12-05 13:00:00,30.14429182658009
2022-12-05 14:00:00,28.61812018720844
2022-12-05 15:00:00,26.93716290023135
2022-12-05 16:00:00,25.254167116055985
2022-12-05 17:00:00,23.42739872589462
2022-12-05 18:00:00,20.996624300873545
2022-12-05 19:00:00,17.461248502632674
2022-12-05 20:00:00,12.800411983313484
2022-12-05 21:00:00,7.802773409319256
2022-12-05 22:00:00,3.7800929356662145
2022-12-05 23:00:00,1.731182057443096
2022-12-06 00:00:00,1.5847111749333713
2022-12-06 01:00:00,2.2112278517386095
2022-12-06 02:00:00,2.308228521671566
2022-12-06 03:00:00,1.500402790503614
2022-12-06 04:00:00,0.7501076702492764
2022-12-06 05:00:00,1.7017096718801632
2022-12-06 06:00:00,5.45233965803458
2022-12-06 07:00:00,11.700701973086101
2022-12-06 08:00:00,18.89007934941945
2022-12-06 09:00:00,25.151895332417688
2022-12-06 10:00:00,29.283891214488946
2022-12-06 11:00:00,31.10859859412142
2022-12-06 12:00:00,31.15981952421447
2022-12-06 13:00:00,30.1442918266328
2022-12-06 14:00:00,28.618120187183862
2022-12-06 15:00:00,26.937162900230675
2022-12-06 16:00:00,25.25416711612263
