Forecaster,Importance
yhat_tbats,0.8367767372488754
yhat_prophet,0.08327720350765822
yhat_lstm,0.06361774518824627
error_yhat_prophet_lag24,0.005965725812091303
error_yhat_tbats_lag24,0.004011139248627832
error_yhat_lstm_lag24,0.002984104102190413
hour,0.0022516347552161723
rank_tbats,0.0004618439276426262
rank_lstm,0.0003571369033346474
rank_prophet,0.00029672930611732054
