Forecaster,Importance
yhat_tbats,0.34748537630170767
yhat_prophet,0.2781530338336487
yhat_lstm,0.2042766960127035
hour,0.11169285326087543
error_yhat_prophet_lag24,0.031242015060936004
error_yhat_tbats_lag24,0.01684713429464693
error_yhat_lstm_lag24,0.007324587518865119
rank_lstm,0.0018892097740577647
rank_tbats,0.0006431897154461794
rank_prophet,0.0004459042271127893
