Forecaster,Importance
yhat_tbats,0.34187694010104
yhat_prophet,0.27216480999361253
yhat_lstm,0.19158645511041691
hour,0.11238316826589764
error_yhat_prophet_lag24,0.035911306294682366
error_yhat_tbats_lag24,0.01858183964006849
error_yhat_lstm_lag24,0.013258137608851917
rank_lstm,0.009241700195881126
rank_tbats,0.002992070269587188
rank_prophet,0.0020035725199617125
