Forecaster,Importance
yhat_tbats,0.3130472995798996
yhat_prophet,0.22935096030625352
yhat_lstm,0.19257750456653278
hour,0.09192049998313478
error_yhat_prophet,0.06195397512991447
error_yhat_tbats,0.052410413039965076
error_yhat_lstm,0.027278847179136027
rank_prophet,0.017561310658311294
rank_lstm,0.007662113225222386
rank_tbats,0.006237076331629871
