Forecaster,Importance
yhat_tbats,0.33074210092298373
yhat_prophet,0.24338041886313364
yhat_lstm,0.17194080598759215
hour,0.09108104605431559
error_yhat_prophet,0.05289914093215878
error_yhat_tbats,0.050333259610812225
error_yhat_lstm,0.02660188063137444
rank_prophet,0.017733429603878498
rank_tbats,0.007955846973340761
rank_lstm,0.007332070420410145
