Forecaster,Importance
yhat_tbats,0.31371143706231946
yhat_lstm,0.2444751928178292
yhat_prophet,0.17318945130422272
hour,0.08376323712443663
error_yhat_prophet,0.061300308164929276
error_yhat_tbats,0.05733475042829916
error_yhat_lstm,0.033542761768183826
rank_prophet,0.018041963938135498
rank_lstm,0.007942588275523658
rank_tbats,0.006698309116120424
