Forecaster,Importance
yhat_tbats,0.4168135680905754
yhat_prophet,0.2665889775862603
yhat_lstm,0.2080854410699853
hour,0.09037207991621211
cumulative_mse_yhat_tbats,0.006631039040315297
cumulative_mse_yhat_lstm,0.004889337280167853
cumulative_mse_yhat_prophet,0.004489996085537831
day_of_week,0.0018760579031980127
month,0.0002535030277476911
