Forecaster,Importance
yhat_prophet,0.8040265400374089
yhat_lstm,0.1697530503931359
cumulative_mse_yhat_lstm,0.007973561078626295
hour,0.007600392133757423
cumulative_mse_yhat_prophet,0.006068620774602906
day_of_week,0.004136958948937942
month,0.0004408766335304625
