Forecaster,Importance
yhat_tbats,0.39217578952243626
yhat_lstm,0.30285968637734645
yhat_prophet,0.1989137863661867
hour,0.08497619832397253
cumulative_mse_yhat_tbats,0.006411831577690592
cumulative_mse_yhat_prophet,0.006088459168568733
cumulative_mse_yhat_lstm,0.005254198161063547
day_of_week,0.002596447611874312
month,0.0007236028908610533
