Forecaster,Importance
yhat_tbats,0.41134305999398474
yhat_lstm,0.28458761560259116
yhat_prophet,0.20647562671531794
hour,0.07779826013201284
cumulative_mse_yhat_tbats,0.0067948776866889144
cumulative_mse_yhat_lstm,0.005803714994476925
cumulative_mse_yhat_prophet,0.0042169422328676405
day_of_week,0.001993312246635039
month,0.0009865903954249002
