params,mse,mae,mape
"{'seasonality_prior_scale': 1.0, 'holidays_prior_scale': 0.01}",6920.381296441982,68.18252673982103,16.296827685910884
"{'seasonality_prior_scale': 1.0, 'holidays_prior_scale': 1.0}",6396.068961906311,66.15658641008378,15.863203437979502
"{'seasonality_prior_scale': 1.0, 'holidays_prior_scale': 10.0}",6661.31282987138,67.47722765990869,16.127761894429142
"{'seasonality_prior_scale': 10.0, 'holidays_prior_scale': 0.01}",101107.81051035527,248.7030806918414,52.10051627761407
"{'seasonality_prior_scale': 10.0, 'holidays_prior_scale': 1.0}",104886.23118087696,253.6328325712704,53.03707631104139
"{'seasonality_prior_scale': 10.0, 'holidays_prior_scale': 10.0}",86056.96401639961,230.3407783922357,48.431915269273674
"{'seasonality_prior_scale': 20.0, 'holidays_prior_scale': 0.01}",156705.87122229906,308.0188440840197,63.8188471040216
"{'seasonality_prior_scale': 20.0, 'holidays_prior_scale': 1.0}",74245.77365178254,214.60288538985537,45.31583622988318
"{'seasonality_prior_scale': 20.0, 'holidays_prior_scale': 10.0}",91526.48873024652,237.22998470043885,49.79613535375278
