date,yhat
2023-06-01 00:00:00,2.8235931029524686
2023-06-01 01:00:00,3.9359045228781433
2023-06-01 02:00:00,3.2536826576299873
2023-06-01 03:00:00,1.6901944657001167
2023-06-01 04:00:00,2.0706296684879675
2023-06-01 05:00:00,6.336922583461551
2023-06-01 06:00:00,13.883101640315498
2023-06-01 07:00:00,22.348389884237367
2023-06-01 08:00:00,29.712655288615267
2023-06-01 09:00:00,35.46617321434641
2023-06-01 10:00:00,39.90491116494587
2023-06-01 11:00:00,42.74088102208654
2023-06-01 12:00:00,42.90689293792676
2023-06-01 13:00:00,39.964652923824104
2023-06-01 14:00:00,35.50837390248281
2023-06-01 15:00:00,32.63899482640569
2023-06-01 16:00:00,33.46773817456932
2023-06-01 17:00:00,36.83995145801101
2023-06-01 18:00:00,38.67752593219521
2023-06-01 19:00:00,35.07824037536545
2023-06-01 20:00:00,25.64710507765959
2023-06-01 21:00:00,14.08500954754076
2023-06-01 22:00:00,5.4010189530646215
2023-06-01 23:00:00,2.1319136766848104
2023-06-02 00:00:00,2.8235931027801477
2023-06-02 01:00:00,3.935904522865119
2023-06-02 02:00:00,3.2536826576162277
2023-06-02 03:00:00,1.6901944656439056
2023-06-02 04:00:00,2.0706296684584586
2023-06-02 05:00:00,6.336922583726551
2023-06-02 06:00:00,13.883101640442868
2023-06-02 07:00:00,22.34838988425552
2023-06-02 08:00:00,29.712655288788028
2023-06-02 09:00:00,35.46617321448376
2023-06-02 10:00:00,39.90491116501908
2023-06-02 11:00:00,42.74088102207584
2023-06-02 12:00:00,42.90689293809956
2023-06-02 13:00:00,39.964652923701664
2023-06-02 14:00:00,35.508373902402674
2023-06-02 15:00:00,32.63899482642536
2023-06-02 16:00:00,33.46773817467766
2023-06-02 17:00:00,36.83995145790395
2023-06-02 18:00:00,38.677525932199174
2023-06-02 19:00:00,35.07824037536859
2023-06-02 20:00:00,25.647105078104396
2023-06-02 21:00:00,14.085009547308148
2023-06-02 22:00:00,5.401018952953979
2023-06-02 23:00:00,2.1319136767146176
2023-06-03 00:00:00,2.8235931027218406
2023-06-03 01:00:00,3.9359045229248792
2023-06-03 02:00:00,3.2536826576757782
2023-06-03 03:00:00,1.6901944656862575
2023-06-03 04:00:00,2.0706296683724013
2023-06-03 05:00:00,6.336922583774335
2023-06-03 06:00:00,13.88310164011232
2023-06-03 07:00:00,22.34838988393704
2023-06-03 08:00:00,29.71265528869843
2023-06-03 09:00:00,35.46617321462111
2023-06-03 10:00:00,39.904911164871194
2023-06-03 11:00:00,42.74088102206513
2023-06-03 12:00:00,42.906892938009996
2023-06-03 13:00:00,39.96465292386421
2023-06-03 14:00:00,35.50837390232255
2023-06-03 15:00:00,32.63899482629121
2023-06-03 16:00:00,33.46773817478602
2023-06-03 17:00:00,36.83995145801411
2023-06-03 18:00:00,38.677525932203146
2023-06-03 19:00:00,35.07824037521791
2023-06-03 20:00:00,25.647105078114688
2023-06-03 21:00:00,14.085009547075531
2023-06-03 22:00:00,5.401018952888148
2023-06-03 23:00:00,2.1319136767405737
2023-06-04 00:00:00,2.8235931028118735
2023-06-04 01:00:00,3.935904522984643
2023-06-04 02:00:00,3.2536826576620186
2023-06-04 03:00:00,1.6901944657838648
2023-06-04 04:00:00,2.0706296683428924
2023-06-04 05:00:00,6.336922583530821
2023-06-04 06:00:00,13.88310164023969
2023-06-04 07:00:00,22.34838988410901
2023-06-04 08:00:00,29.712655288442797
2023-06-04 09:00:00,35.466173214423016
2023-06-04 10:00:00,39.90491116489957
2023-06-04 11:00:00,42.740881021998945
2023-06-04 12:00:00,42.90689293806718
2023-06-04 13:00:00,39.96465292374175
2023-06-04 14:00:00,35.508373902287246
2023-06-04 15:00:00,32.638994826336024
2023-06-04 16:00:00,33.46773817468402
2023-06-04 17:00:00,36.83995145812427
2023-06-04 18:00:00,38.67752593222041
2023-06-04 19:00:00,35.078240375485606
2023-06-04 20:00:00,25.647105077862623
2023-06-04 21:00:00,14.08500954706013
2023-06-04 22:00:00,5.401018953125355
2023-06-04 23:00:00,2.13191367676653
2023-06-05 00:00:00,2.82359310290191
2023-06-05 01:00:00,3.9359045230444103
2023-06-05 02:00:00,3.253682657603438
2023-06-05 03:00:00,1.6901944657276573
2023-06-05 04:00:00,2.0706296685757373
2023-06-05 05:00:00,6.336922583578609
2023-06-05 06:00:00,13.883101640367059
2023-06-05 07:00:00,22.348389884280984
2023-06-05 08:00:00,29.71265528861555
2023-06-05 09:00:00,35.46617321434316
2023-06-05 10:00:00,39.90491116497278
2023-06-05 11:00:00,42.740881021988244
2023-06-05 12:00:00,42.90689293797762
2023-06-05 13:00:00,39.96465292361931
2023-06-05 14:00:00,35.50837390245165
2023-06-05 15:00:00,32.63899482635569
2023-06-05 16:00:00,33.46773817453001
2023-06-05 17:00:00,36.839951457991035
2023-06-05 18:00:00,38.677525932224384
2023-06-05 19:00:00,35.07824037533492
2023-06-05 20:00:00,25.64710507830743
2023-06-05 21:00:00,14.08500954748546
2023-06-05 22:00:00,5.401018953014702
2023-06-05 23:00:00,2.131913676796337
2023-06-06 00:00:00,2.8235931028436028
2023-06-06 01:00:00,3.935904523031386
2023-06-06 02:00:00,3.253682657589682
2023-06-06 03:00:00,1.6901944657700056
2023-06-06 04:00:00,2.07062966848968
2023-06-06 05:00:00,6.336922583843606
2023-06-06 06:00:00,13.88310164049443
2023-06-06 07:00:00,22.3483898839625
2023-06-06 08:00:00,29.712655288788312
2023-06-06 09:00:00,35.466173214480506
2023-06-06 10:00:00,39.90491116504599
