date,actual,yhat_lstm,yhat_prophet,yhat_tbats,hour,error_yhat_lstm_lag24,error_yhat_prophet_lag24,error_yhat_tbats_lag24,rank_lstm,rank_prophet,rank_tbats
2022-09-02 09:00:00,41.19079849732476,48.60018,27.91831750374635,47.31170709684174,9,6.321376257373117,5.561926238656703,2.0388830461136322,3.0,2.0,1.0
2022-09-02 10:00:00,41.21962791478485,43.341316,32.17925416679323,46.81163350811027,10,20.19398968573684,7.512476852636443,21.09091537908962,2.0,1.0,3.0
2022-09-02 11:00:00,33.88976491748632,40.56237,33.37674639331307,43.970931126524015,11,13.319080697680842,9.65837709104581,14.57272307188995,2.0,1.0,3.0
2022-09-02 12:00:00,24.55021701778247,37.61225,32.17610568980166,40.90000214943436,12,8.159887900217377,4.793097589882137,12.308031499294579,2.0,1.0,3.0
2022-09-02 13:00:00,39.20646457926403,32.280598,30.116968012173444,35.07383384094111,13,23.769897788061268,14.622965800160156,23.790516468415742,2.0,1.0,3.0
2022-09-02 14:00:00,36.57916069891099,49.330074,28.82854795876325,46.4907063386529,14,3.758594068786188,9.689111027545696,7.524028854553428,1.0,3.0,2.0
2022-09-02 15:00:00,40.55442447307132,41.273716,29.095635842159314,39.68568565857282,15,5.605637691135126,4.910358533230127,4.987720926208819,3.0,1.0,2.0
2022-09-02 16:00:00,50.82708923728043,40.29567,30.314616657217503,41.824269556207256,16,6.677022456595498,5.572413113737568,6.1736952178219795,3.0,1.0,2.0
2022-09-02 17:00:00,50.28551215546992,45.921703,30.775992878535543,45.67683771494019,17,5.6182573415074195,7.04117522014495,7.411085182744099,1.0,2.0,3.0
2022-09-02 18:00:00,25.879192492841888,36.63248,28.723294727397853,36.99513809114591,18,10.345846516026128,10.148611788555886,10.649929009527519,2.0,1.0,3.0
2022-09-02 19:00:00,14.339527699178236,23.708952,23.560207866114364,22.15285860866103,19,4.084287246851993,14.918786887072784,5.293520660466925,1.0,3.0,2.0
2022-09-02 20:00:00,17.989705398033095,15.84173,16.375987641311326,13.580986736292182,20,21.5202886996355,0.40684334112602194,9.65340288691843,3.0,1.0,2.0
2022-09-02 21:00:00,10.397295108313838,24.744713,9.37170684349858,15.065551530323985,21,1.744729751552902,7.963864195183561,4.976833060356396,1.0,3.0,2.0
2022-09-02 22:00:00,7.969756028906467,15.158957,4.543876217995473,9.982342237766646,22,3.3703172289967807,3.59286838904178,0.4113044225414829,2.0,3.0,1.0
2022-09-02 23:00:00,4.981348949237388,13.531791,2.5323452353550118,9.833637410653944,23,0.8994837733288008,1.5142595086485355,1.5554241177280888,1.0,2.0,3.0
2022-09-03 00:00:00,2.5227739494599457,16.019993,2.423305582057933,9.976328795022988,0,3.7580332733288007,1.4052198555503865,1.6477035128133932,3.0,1.0,2.0
2022-09-03 01:00:00,2.4171345972390146,6.4179254,2.5962657368761697,6.274822177150115,1,3.0857632733288014,1.5781800101764636,1.9654750330185486,3.0,1.0,2.0
2022-09-03 02:00:00,2.4171345972390146,7.5970297,1.9622453198887868,6.420667104352043,2,2.902921473328801,0.9441595932478817,1.790213688501835,3.0,1.0,2.0
2022-09-03 03:00:00,2.8337356439679864,9.182627,0.7181882241697117,6.166105280859913,3,2.902921473328801,0.2998975024337478,1.9120002566546088,3.0,1.0,2.0
2022-09-03 04:00:00,3.152312914996024,15.059285,0.1612709260649332,9.15109899809562,4,2.902921473328801,0.8568148005553946,1.9676192061139972,3.0,1.0,2.0
2022-09-03 05:00:00,3.152312914996024,18.209219,1.7887570914102555,12.434993032715308,5,2.688760594207922,0.556510485475195,2.7121675444724866,2.0,1.0,3.0
2022-09-03 06:00:00,3.2705381336539125,16.277205,6.330789675586448,16.95397600005491,6,1.7131315981776325,0.4590257772989057,0.0319392041095119,3.0,2.0,1.0
2022-09-03 07:00:00,11.969062041308076,15.438689,13.284884505420846,21.56075825602209,7,12.250419458635944,10.201287953196013,9.216691638954176,3.0,2.0,1.0
2022-09-03 08:00:00,20.220504855116943,25.54683,21.116721570000458,32.38579273882483,8,0.8153923293618845,17.141556759062755,2.653316755266445,1.0,3.0,2.0
2022-09-03 09:00:00,20.83319071534858,39.207325,27.918317503871087,41.92978350038386,9,7.409381502675245,13.272480993578405,6.12090859951698,2.0,3.0,1.0
2022-09-03 10:00:00,37.99067751636851,36.476486,32.17925416682536,39.73138074913262,10,2.1216880852151476,9.040373747991623,5.592005593325418,1.0,3.0,2.0
2022-09-03 11:00:00,38.09851164290206,50.212246,33.3767463933211,51.50733855043517,11,6.672605082513684,0.5130185241732477,10.081166209037697,2.0,1.0,3.0
2022-09-03 12:00:00,42.60382828190544,47.419296,32.17610568987709,49.61635370158685,12,13.062032982217534,7.62588867201919,16.34978513165189,2.0,1.0,3.0
2022-09-03 13:00:00,38.56323710717893,48.14144,30.116968012111283,51.07286775635915,13,6.9258665792640315,9.089496567090585,4.132630738322916,2.0,3.0,1.0
2022-09-03 14:00:00,17.8095405963443,44.22747,28.82854795878408,44.24794182636096,14,12.750913301089014,7.750612740147741,9.91154563974191,3.0,1.0,2.0
