Train Size,Train R²,Test R²
130,0.8148423998158865,0.8539911868236982
255,0.8333564341319089,0.8612540574564156
380,0.8447467055020756,0.6842763929679176
505,0.8025115638571545,0.8133577606146088
630,0.7678184854587682,0.7495619550322037
755,0.7880122517155382,0.8736211470298976
880,0.8148321883921892,0.8118663226345628
1005,0.7857889153481713,-16.797140828025626
1130,0.8174987675049423,0.7408443470184558
1255,0.8053278016245726,0.6981084916298279
