Train Size,Train R²,Test R²
140,0.785315001416704,0.8512049720344153
272,0.8298972723757448,0.877975481688999
404,0.8007311919405401,0.7264647379221216
536,0.8469464751901931,0.8303224142561064
668,0.8437828941088144,0.8604521442614037
800,0.8480362533716983,0.8572652666388454
932,0.7853143126268325,0.8600867305338029
1064,0.8521011774482894,0.8340359771699289
1196,0.8496899008423293,0.7552454199256091
1328,0.839340165652741,0.7110837286420915
