Train Size,Train R²,Test R²
130,0.8441315395983525,0.782254795680628
260,0.7925990836434007,0.8196245560887849
390,0.711508447232255,0.6889315177017945
520,0.8316586521974114,0.7783163952850539
650,0.8258425017988027,0.8026024116686009
780,0.7841539035871302,0.7991695647011232
910,0.8251720569958299,0.8122919674176152
1040,0.8029603091584461,-5.105349365941417
1170,0.8152817347150998,0.6786523205780581
1300,0.7759778226162009,0.516062423547512
